car_name,speed,safe_distance,reaction_time,time
AggressiveCar2,5.38,24.04,0.54,13.5
AggressiveCar3,3.71,7.63,0.5,6.4
AggressiveCar4,5.79,11.9,0.63,6.4
AggressiveCar1,3.71,16.6,0.44,13.6
AggressiveCar2,3.98,17.8,0.52,13.6
AggressiveCar3,3.94,8.28,0.58,6.5
AggressiveCar4,3.62,7.61,0.51,6.5
AggressiveCar1,5.06,22.6,0.7,13.7
AggressiveCar2,3.77,16.84,0.57,13.7
AggressiveCar3,3.69,7.92,0.38,6.6
AggressiveCar4,4.38,9.4,0.68,6.6
AggressiveCar1,6.88,30.77,0.67,13.8
AggressiveCar2,5.73,25.6,0.52,13.8
AggressiveCar3,3.43,7.51,0.38,6.7
AggressiveCar4,4.2,9.19,0.35,6.7
AggressiveCar1,5.01,22.41,0.73,13.9
AggressiveCar2,3.89,17.41,0.39,13.9
AggressiveCar3,4.94,11.05,0.39,6.8
AggressiveCar4,3.38,7.55,0.34,6.8
AggressiveCar1,4.24,18.96,0.64,14.0
AggressiveCar2,5.06,22.6,0.6,14.0
AggressiveCar3,6.66,15.18,0.66,6.9
AggressiveCar4,3.72,8.47,0.39,6.9
AggressiveCar1,3.95,17.67,0.59,14.1
AggressiveCar2,4.13,18.45,0.65,14.1
AggressiveCar3,5.92,13.75,0.75,7.0
AggressiveCar4,5.91,13.74,0.61,7.0
AggressiveCar1,4.17,18.64,0.54,14.2
AggressiveCar2,4.25,19.02,0.41,14.2
AggressiveCar3,3.73,8.84,0.32,7.1
AggressiveCar4,5.15,12.21,0.57,7.1
AggressiveCar1,3.84,17.15,0.55,14.3
AggressiveCar2,4.98,22.24,0.51,14.3
AggressiveCar3,4.72,11.4,0.36,7.2
AggressiveCar4,4.28,10.33,0.71,7.2
AggressiveCar1,4.4,19.66,0.46,14.4
AggressiveCar2,4.77,21.34,0.63,14.4
AggressiveCar3,5.2,12.79,0.43,7.3
AggressiveCar4,3.43,8.43,0.36,7.3
AggressiveCar1,4.44,19.87,0.47,14.5
AggressiveCar2,3.3,14.76,0.34,14.5
AggressiveCar3,4.19,10.48,0.44,7.4
AggressiveCar4,6.22,15.56,0.64,7.4
AggressiveCar1,7.04,31.46,0.74,14.6
AggressiveCar2,3.95,17.67,0.59,14.6
AggressiveCar3,4.26,10.86,0.54,7.5
AggressiveCar4,3.96,10.1,0.49,7.5
AggressiveCar1,4.42,19.75,0.65,14.7
AggressiveCar2,4.19,18.75,0.35,14.7
AggressiveCar3,4.88,12.64,0.63,7.6
AggressiveCar4,5.32,13.8,0.48,7.6
AggressiveCar1,4.08,18.25,0.55,14.8
